Date,Time,Site_name,Sonde_Name,Depth(m),Temperature (℃),Salinity(ppt),Dissolved oxygen (mg/L)
8/26/18,14:20:01,Yim Tin Tsai,Upper,0.957,30.59,32.96,9.64
8/26/18,14:30:02,Yim Tin Tsai,Upper,0.955,30.59,32.99,9.59
8/26/18,14:40:01,Yim Tin Tsai,Upper,0.955,30.6,33,9.62
8/26/18,14:50:02,Yim Tin Tsai,Upper,0.955,30.61,33.03,9.8
8/26/18,15:00:01,Yim Tin Tsai,Upper,0.955,30.65,33.03,9.87
8/26/18,15:10:02,Yim Tin Tsai,Upper,0.953,30.76,32.99,9.53
8/26/18,15:20:01,Yim Tin Tsai,Upper,0.957,30.66,33.01,9.26
8/26/18,15:30:01,Yim Tin Tsai,Upper,0.953,30.61,33.03,9.64
8/26/18,15:40:01,Yim Tin Tsai,Upper,0.955,30.56,33.07,9.1
8/26/18,15:50:02,Yim Tin Tsai,Upper,0.956,30.46,33.13,9.19
8/26/18,16:00:02,Yim Tin Tsai,Upper,0.954,30.08,33.26,8.08
8/26/18,16:10:01,Yim Tin Tsai,Upper,0.953,30.33,33.22,9.37
8/26/18,16:20:02,Yim Tin Tsai,Upper,0.954,30.33,33.26,9.1
8/26/18,16:30:01,Yim Tin Tsai,Upper,0.953,30.19,33.32,9.05
8/26/18,16:40:02,Yim Tin Tsai,Upper,0.953,30.1,33.36,8.69
8/26/18,16:50:01,Yim Tin Tsai,Upper,0.953,30.29,33.32,8.66
8/26/18,17:00:02,Yim Tin Tsai,Upper,0.953,30.52,33.06,7.73
8/26/18,17:10:01,Yim Tin Tsai,Upper,0.954,30.61,32.81,8.43
8/26/18,17:20:02,Yim Tin Tsai,Upper,0.953,30.64,32.72,8.5
8/26/18,17:30:01,Yim Tin Tsai,Upper,0.959,30.64,32.74,8.68
8/26/18,17:40:02,Yim Tin Tsai,Upper,0.956,30.67,32.74,8.79
8/26/18,17:50:02,Yim Tin Tsai,Upper,0.959,30.67,32.72,8.74
8/26/18,18:00:01,Yim Tin Tsai,Upper,0.958,30.67,32.69,8.57
8/26/18,18:10:01,Yim Tin Tsai,Upper,0.959,30.67,32.67,8.51
8/26/18,18:20:02,Yim Tin Tsai,Upper,0.962,30.64,32.68,8.38
8/26/18,18:30:01,Yim Tin Tsai,Upper,0.963,30.63,32.71,8.31
8/26/18,18:40:02,Yim Tin Tsai,Upper,0.968,30.62,32.67,8.12
8/26/18,18:50:02,Yim Tin Tsai,Upper,0.967,30.6,32.72,8.21
8/26/18,19:00:01,Yim Tin Tsai,Upper,0.967,30.6,32.71,7.83
8/26/18,19:10:01,Yim Tin Tsai,Upper,0.967,30.6,32.69,7.61
8/26/18,19:20:01,Yim Tin Tsai,Upper,0.968,30.59,32.72,7.25
8/26/18,19:30:02,Yim Tin Tsai,Upper,0.967,30.62,32.76,8.39
8/26/18,19:40:01,Yim Tin Tsai,Upper,0.968,30.61,32.82,8.17
8/26/18,19:50:01,Yim Tin Tsai,Upper,0.972,30.63,32.81,8.5
8/26/18,20:00:01,Yim Tin Tsai,Upper,0.973,30.67,32.81,8.59
8/26/18,20:10:01,Yim Tin Tsai,Upper,0.973,30.65,32.8,8.59
8/26/18,20:20:02,Yim Tin Tsai,Upper,0.973,30.61,32.77,7.64
8/26/18,20:30:02,Yim Tin Tsai,Upper,0.972,30.63,32.73,8.04
8/26/18,20:40:01,Yim Tin Tsai,Upper,0.973,30.66,32.69,7.98
8/26/18,20:50:02,Yim Tin Tsai,Upper,0.973,30.69,32.64,8.26
8/26/18,21:00:01,Yim Tin Tsai,Upper,0.976,30.73,32.62,8.18
8/26/18,21:10:02,Yim Tin Tsai,Upper,0.976,30.75,32.64,8.4
8/26/18,21:20:02,Yim Tin Tsai,Upper,0.977,30.73,32.65,8.44
8/26/18,21:30:02,Yim Tin Tsai,Upper,0.979,30.67,32.64,8.4
8/26/18,21:40:01,Yim Tin Tsai,Upper,0.98,30.62,32.61,8.18
8/26/18,21:50:02,Yim Tin Tsai,Upper,0.982,30.66,32.58,8.16
8/26/18,22:00:02,Yim Tin Tsai,Upper,0.983,30.76,32.58,8.55
8/26/18,22:10:02,Yim Tin Tsai,Upper,0.982,30.75,32.61,8.35
8/26/18,22:20:02,Yim Tin Tsai,Upper,0.984,30.37,32.37,8.06
8/26/18,22:30:02,Yim Tin Tsai,Upper,0.985,30.34,32.23,8.16
8/26/18,22:40:01,Yim Tin Tsai,Upper,0.983,30.29,32.2,8.1
8/26/18,22:50:01,Yim Tin Tsai,Upper,0.983,30.42,32.07,8.24
8/26/18,23:00:02,Yim Tin Tsai,Upper,0.985,30.33,31.96,8.1
8/26/18,23:10:02,Yim Tin Tsai,Upper,0.984,30.36,31.96,8.23
8/26/18,23:20:01,Yim Tin Tsai,Upper,0.983,30.39,31.99,8.18
8/26/18,23:30:01,Yim Tin Tsai,Upper,0.98,30.41,32.02,8.26
8/26/18,23:40:02,Yim Tin Tsai,Upper,0.979,30.45,32.05,8.12
8/26/18,23:50:01,Yim Tin Tsai,Upper,0.98,30.42,32.05,8.16
8/27/18,0:00:02,Yim Tin Tsai,Upper,0.978,30.43,32.06,8.26
8/27/18,0:10:02,Yim Tin Tsai,Upper,0.977,30.48,32.07,8.29
8/27/18,0:20:02,Yim Tin Tsai,Upper,0.977,30.51,32.17,8.43
8/27/18,0:30:02,Yim Tin Tsai,Upper,0.976,30.52,32.22,8.18
8/27/18,0:40:01,Yim Tin Tsai,Upper,0.976,30.5,32.24,8.36
8/27/18,0:50:02,Yim Tin Tsai,Upper,0.976,30.38,32.23,7.99
8/27/18,1:00:01,Yim Tin Tsai,Upper,0.974,30.36,32.18,7.94
8/27/18,1:10:01,Yim Tin Tsai,Upper,0.973,30.31,32.16,8.02
8/27/18,1:20:02,Yim Tin Tsai,Upper,0.973,30.35,32.15,8.01
8/27/18,1:30:01,Yim Tin Tsai,Upper,0.973,30.4,32.13,8.12
8/27/18,1:40:02,Yim Tin Tsai,Upper,0.974,30.4,32.16,8.09
8/27/18,1:50:01,Yim Tin Tsai,Upper,0.973,30.41,32.17,8.12
8/27/18,2:00:02,Yim Tin Tsai,Upper,0.972,30.1,32.14,7.72
8/27/18,2:10:02,Yim Tin Tsai,Upper,0.971,30.14,32.06,8
8/27/18,2:20:02,Yim Tin Tsai,Upper,0.971,30.17,32.06,7.91
8/27/18,2:30:01,Yim Tin Tsai,Upper,0.971,30.19,32.02,8.08
8/27/18,2:40:01,Yim Tin Tsai,Upper,0.97,30.13,32.01,7.79
8/27/18,2:50:01,Yim Tin Tsai,Upper,0.971,30.18,32.01,7.88
8/27/18,3:00:01,Yim Tin Tsai,Upper,0.971,30.18,32.01,7.87
8/27/18,3:10:01,Yim Tin Tsai,Upper,0.972,30.11,32.02,7.67
8/27/18,3:20:01,Yim Tin Tsai,Upper,0.971,30.09,32.01,7.64
8/27/18,3:30:01,Yim Tin Tsai,Upper,0.973,30.07,32,7.68
8/27/18,3:40:01,Yim Tin Tsai,Upper,0.976,30.1,32,7.51
8/27/18,3:50:02,Yim Tin Tsai,Upper,0.976,30.09,31.99,7.66
8/27/18,4:00:01,Yim Tin Tsai,Upper,0.973,30.03,31.97,7.62
8/27/18,4:10:01,Yim Tin Tsai,Upper,0.971,29.97,31.94,7.36
8/27/18,4:20:02,Yim Tin Tsai,Upper,0.97,29.97,31.91,7.51
8/27/18,4:30:01,Yim Tin Tsai,Upper,0.968,29.94,31.89,7.52
8/27/18,4:40:02,Yim Tin Tsai,Upper,0.969,29.93,31.87,7.41
8/27/18,4:50:01,Yim Tin Tsai,Upper,0.97,29.96,31.85,7.51
8/27/18,5:00:02,Yim Tin Tsai,Upper,0.972,29.94,31.84,7.29
8/27/18,5:10:02,Yim Tin Tsai,Upper,0.972,29.95,31.82,7.27
8/27/18,5:20:01,Yim Tin Tsai,Upper,0.974,29.95,31.82,7.32
8/27/18,5:30:01,Yim Tin Tsai,Upper,0.975,29.94,31.82,7.11
8/27/18,5:40:01,Yim Tin Tsai,Upper,0.976,29.93,31.82,7.57
8/27/18,5:50:02,Yim Tin Tsai,Upper,0.977,29.89,31.81,7.39
8/27/18,6:00:01,Yim Tin Tsai,Upper,0.977,29.84,31.79,7.32
8/27/18,6:10:01,Yim Tin Tsai,Upper,0.978,29.88,31.78,7.52
8/27/18,6:20:01,Yim Tin Tsai,Upper,0.981,29.98,31.78,7.42
8/27/18,6:30:01,Yim Tin Tsai,Upper,0.982,29.99,31.8,7.4
8/27/18,6:40:01,Yim Tin Tsai,Upper,0.982,30.05,31.81,7.51
8/27/18,6:50:01,Yim Tin Tsai,Upper,0.984,30.03,31.85,7.65
8/27/18,7:00:01,Yim Tin Tsai,Upper,0.984,30.1,31.85,7.89
8/27/18,7:10:02,Yim Tin Tsai,Upper,0.984,30.08,31.9,7.95
8/27/18,7:20:02,Yim Tin Tsai,Upper,0.986,30.05,31.93,7.76
8/27/18,7:30:01,Yim Tin Tsai,Upper,0.986,30.06,32.03,7.85
8/27/18,7:40:02,Yim Tin Tsai,Upper,0.988,30.14,32.06,7.82
8/27/18,7:50:01,Yim Tin Tsai,Upper,0.988,30.26,32.05,7.29
8/27/18,8:00:01,Yim Tin Tsai,Upper,0.989,30.29,32.12,7.39
8/27/18,8:10:01,Yim Tin Tsai,Upper,0.988,30.19,32.21,7.13
8/27/18,8:20:02,Yim Tin Tsai,Upper,0.989,30.38,32.27,7.27
8/27/18,8:30:01,Yim Tin Tsai,Upper,0.99,30.32,32.47,7.35
8/27/18,8:40:01,Yim Tin Tsai,Upper,0.992,30.36,32.45,7.55
8/27/18,8:50:02,Yim Tin Tsai,Upper,0.993,30.36,32.42,7.55
8/27/18,9:00:02,Yim Tin Tsai,Upper,0.995,30.32,32.56,7.36
8/27/18,9:10:01,Yim Tin Tsai,Upper,1.004,30.27,32.51,7.74
8/27/18,9:20:01,Yim Tin Tsai,Upper,0.999,30.34,32.45,7.2
8/27/18,9:30:01,Yim Tin Tsai,Upper,1.007,30.04,32.37,6.2
8/27/18,9:40:01,Yim Tin Tsai,Upper,1.003,30.21,32.37,6.74
8/27/18,9:50:01,Yim Tin Tsai,Upper,1.001,30.23,32.46,7.4
8/27/18,10:00:01,Yim Tin Tsai,Upper,1.01,30.22,32.48,7.34
8/27/18,10:10:01,Yim Tin Tsai,Upper,1.006,30.21,32.55,6.92
8/27/18,10:20:01,Yim Tin Tsai,Upper,1.007,30.06,32.74,6.27
8/27/18,10:30:01,Yim Tin Tsai,Upper,1.009,30.11,32.71,6.47
8/27/18,10:40:02,Yim Tin Tsai,Upper,1.011,30.31,32.6,7.57
8/27/18,10:50:02,Yim Tin Tsai,Upper,1.007,30.26,32.65,7.91
8/27/18,11:00:01,Yim Tin Tsai,Upper,1.01,30.31,32.65,8.06
8/27/18,11:10:02,Yim Tin Tsai,Upper,1.004,30.15,32.66,7.86
8/27/18,11:20:02,Yim Tin Tsai,Upper,1.007,29.98,32.66,7.56
8/27/18,11:30:02,Yim Tin Tsai,Upper,1,30.08,32.75,7.76
8/27/18,11:40:02,Yim Tin Tsai,Upper,1.002,30.17,32.8,8.28
8/27/18,11:50:01,Yim Tin Tsai,Upper,1.004,30.22,32.81,8.18
8/27/18,12:00:01,Yim Tin Tsai,Upper,1.002,30.12,32.84,7.9
8/27/18,12:10:01,Yim Tin Tsai,Upper,0.996,30.4,32.83,8.65
8/27/18,12:20:01,Yim Tin Tsai,Upper,1.001,30.28,32.76,8.22
8/27/18,12:30:02,Yim Tin Tsai,Upper,0.997,30.15,32.8,7.99
8/27/18,12:40:02,Yim Tin Tsai,Upper,0.996,30,32.91,7.93
8/27/18,12:50:01,Yim Tin Tsai,Upper,0.989,30.07,32.95,8.03
8/27/18,13:00:01,Yim Tin Tsai,Upper,0.991,30.07,32.98,8.1
8/27/18,13:10:02,Yim Tin Tsai,Upper,0.987,30.11,32.92,7.56
8/27/18,13:20:02,Yim Tin Tsai,Upper,0.993,30.09,32.9,8.01
8/27/18,13:30:02,Yim Tin Tsai,Upper,0.992,30.36,32.83,8.23
8/27/18,13:40:02,Yim Tin Tsai,Upper,0.984,30.43,32.86,8.04
8/27/18,13:50:02,Yim Tin Tsai,Upper,0.997,30.45,32.83,8.7
8/27/18,14:00:01,Yim Tin Tsai,Upper,1.002,30.49,32.85,8.33
8/27/18,14:10:01,Yim Tin Tsai,Upper,0.984,30.37,32.87,8.18
8/27/18,14:20:01,Yim Tin Tsai,Upper,0.984,30.41,32.85,8.34
8/27/18,14:30:01,Yim Tin Tsai,Upper,0.982,30.13,33,7.78
8/27/18,14:40:01,Yim Tin Tsai,Upper,0.984,30.21,32.99,8.31
8/27/18,14:50:01,Yim Tin Tsai,Upper,0.984,30.31,32.99,8.62
8/27/18,15:00:01,Yim Tin Tsai,Upper,0.995,30.28,33.02,7.99
8/27/18,15:10:01,Yim Tin Tsai,Upper,0.982,30.25,33.02,8.61
8/27/18,15:20:01,Yim Tin Tsai,Upper,0.978,30.3,32.95,7.92
8/27/18,15:30:02,Yim Tin Tsai,Upper,0.98,30.39,32.89,8.64
8/27/18,15:40:01,Yim Tin Tsai,Upper,0.978,29.83,33.14,7.75
8/27/18,15:50:02,Yim Tin Tsai,Upper,0.978,30.08,33,8.19
8/27/18,16:00:02,Yim Tin Tsai,Upper,0.977,30.26,32.93,8.15
8/27/18,16:10:02,Yim Tin Tsai,Upper,0.969,30.33,32.9,8.26
8/27/18,16:20:01,Yim Tin Tsai,Upper,0.973,30.32,32.91,8.59
8/27/18,16:30:02,Yim Tin Tsai,Upper,0.971,30.35,32.94,8.95
8/27/18,16:40:02,Yim Tin Tsai,Upper,0.971,30.08,33.13,8.59
8/27/18,16:50:01,Yim Tin Tsai,Upper,0.971,30.24,33.15,9.05
8/27/18,17:00:02,Yim Tin Tsai,Upper,0.977,30.44,32.93,8.27
8/27/18,17:10:02,Yim Tin Tsai,Upper,0.97,30.43,32.81,8.9
8/27/18,17:20:01,Yim Tin Tsai,Upper,0.976,30.44,32.66,8.64
8/27/18,17:30:01,Yim Tin Tsai,Upper,0.978,30.41,32.59,9.29
8/27/18,17:40:01,Yim Tin Tsai,Upper,0.985,30.38,32.57,9.3
8/27/18,17:50:01,Yim Tin Tsai,Upper,0.977,30.34,32.58,9.19
8/27/18,18:00:01,Yim Tin Tsai,Upper,0.975,30.21,32.56,9.76
8/27/18,18:10:01,Yim Tin Tsai,Upper,0.976,30.18,32.55,10.11
8/27/18,18:20:01,Yim Tin Tsai,Upper,0.979,30.13,32.52,10.23
8/27/18,18:30:02,Yim Tin Tsai,Upper,0.98,30.16,32.49,10.25
8/27/18,18:40:01,Yim Tin Tsai,Upper,0.979,30.14,32.52,10.25
8/27/18,18:50:02,Yim Tin Tsai,Upper,0.981,30.11,32.5,10.19
8/27/18,19:00:02,Yim Tin Tsai,Upper,0.982,30.1,32.47,10.17
8/27/18,19:10:01,Yim Tin Tsai,Upper,0.981,30.09,32.37,10.08
8/27/18,19:20:01,Yim Tin Tsai,Upper,0.981,30.11,32.49,9.99
8/27/18,19:30:01,Yim Tin Tsai,Upper,0.983,30.11,32.49,9.81
8/27/18,19:40:01,Yim Tin Tsai,Upper,0.987,30.07,32.48,9.73
8/27/18,19:50:01,Yim Tin Tsai,Upper,0.991,30.09,32.45,9.8
8/27/18,20:00:01,Yim Tin Tsai,Upper,0.995,30.1,32.45,9.72
8/27/18,20:10:02,Yim Tin Tsai,Upper,0.996,30.09,32.45,9.6
8/27/18,20:20:01,Yim Tin Tsai,Upper,0.997,30.08,32.42,8.91
8/27/18,20:30:02,Yim Tin Tsai,Upper,1.001,30.05,31.94,9.13
8/27/18,20:40:01,Yim Tin Tsai,Upper,1.004,30.07,31.8,8.9
8/27/18,20:50:01,Yim Tin Tsai,Upper,1.007,29.96,31.64,9.02
8/27/18,21:00:02,Yim Tin Tsai,Upper,1.01,29.99,31.6,8.93
8/27/18,21:10:02,Yim Tin Tsai,Upper,1.011,30.11,31.73,8.99
8/27/18,21:20:01,Yim Tin Tsai,Upper,1.008,30.02,31.7,8.85
8/27/18,21:30:01,Yim Tin Tsai,Upper,1.008,29.86,31.1,8.74
8/27/18,21:40:01,Yim Tin Tsai,Upper,1.008,29.84,30.91,8.59
8/27/18,21:50:02,Yim Tin Tsai,Upper,1.008,29.77,30.83,8.59
8/27/18,22:00:02,Yim Tin Tsai,Upper,1.008,29.79,30.87,8.62
8/27/18,22:10:01,Yim Tin Tsai,Upper,1.01,29.83,30.91,8.53
8/27/18,22:20:02,Yim Tin Tsai,Upper,1.01,29.81,30.94,8.46
8/27/18,22:30:01,Yim Tin Tsai,Upper,1.009,29.84,30.94,8.4
8/27/18,22:40:01,Yim Tin Tsai,Upper,1.01,29.89,30.96,8.52
8/27/18,22:50:02,Yim Tin Tsai,Upper,1.01,29.91,31,8.16
8/27/18,23:00:01,Yim Tin Tsai,Upper,1.011,29.95,31.08,8.15
8/27/18,23:10:01,Yim Tin Tsai,Upper,1.011,29.91,31.27,8.45
8/27/18,23:20:02,Yim Tin Tsai,Upper,1.01,29.91,31.34,8.67
8/27/18,23:30:02,Yim Tin Tsai,Upper,1.008,29.93,31.36,8.41
8/27/18,23:40:01,Yim Tin Tsai,Upper,1.007,29.95,31.36,8.47
8/27/18,23:50:01,Yim Tin Tsai,Upper,1.007,30.02,31.37,7.78
8/28/18,0:00:01,Yim Tin Tsai,Upper,1.007,30.04,31.5,7.99
8/28/18,0:10:02,Yim Tin Tsai,Upper,1.005,30.13,31.66,8.44
8/28/18,0:20:01,Yim Tin Tsai,Upper,1.004,30.2,31.87,8.58
8/28/18,0:30:01,Yim Tin Tsai,Upper,1.003,30.18,32.06,8.31
8/28/18,0:40:02,Yim Tin Tsai,Upper,1,30.13,32.11,8.38
8/28/18,0:50:02,Yim Tin Tsai,Upper,1,30.17,32.08,8.25
8/28/18,1:00:02,Yim Tin Tsai,Upper,1,30.11,32.12,7.98
8/28/18,1:10:02,Yim Tin Tsai,Upper,1.003,30,32.08,8.34
8/28/18,1:20:02,Yim Tin Tsai,Upper,1.003,29.95,31.81,8.3
8/28/18,1:30:01,Yim Tin Tsai,Upper,1.001,29.84,31.7,7.77
8/28/18,1:40:02,Yim Tin Tsai,Upper,1.001,29.75,31.53,7.68
8/28/18,1:50:02,Yim Tin Tsai,Upper,0.999,29.83,31.5,7.88
8/28/18,2:00:01,Yim Tin Tsai,Upper,0.997,29.78,31.41,8.1
8/28/18,2:10:01,Yim Tin Tsai,Upper,0.996,29.65,31.33,7.88
8/28/18,2:20:01,Yim Tin Tsai,Upper,0.996,29.74,31.21,8.37
8/28/18,2:30:01,Yim Tin Tsai,Upper,0.996,29.83,31.18,8.4
8/28/18,2:40:02,Yim Tin Tsai,Upper,0.996,29.84,31.16,8.57
8/28/18,2:50:02,Yim Tin Tsai,Upper,0.995,29.87,31.12,8.58
8/28/18,3:00:01,Yim Tin Tsai,Upper,0.996,29.87,31.02,8.65
8/28/18,3:10:01,Yim Tin Tsai,Upper,0.996,29.89,31.02,8.58
8/28/18,3:20:02,Yim Tin Tsai,Upper,0.995,29.93,31.05,8.64
8/28/18,3:30:01,Yim Tin Tsai,Upper,0.995,29.97,31.08,8.67
8/28/18,3:40:01,Yim Tin Tsai,Upper,0.994,29.97,31.11,8.67
8/28/18,3:50:01,Yim Tin Tsai,Upper,0.993,29.97,31.11,8.62
8/28/18,4:00:01,Yim Tin Tsai,Upper,0.994,29.98,31.13,8.67
8/28/18,4:10:02,Yim Tin Tsai,Upper,0.992,29.94,31.14,8.58
8/28/18,4:20:02,Yim Tin Tsai,Upper,0.991,29.96,31.15,8.64
8/28/18,4:30:01,Yim Tin Tsai,Upper,0.991,29.97,31.15,8.31
8/28/18,4:40:02,Yim Tin Tsai,Upper,0.989,29.97,31.16,8.3
8/28/18,4:50:02,Yim Tin Tsai,Upper,0.989,29.97,31.24,8.48
8/28/18,5:00:02,Yim Tin Tsai,Upper,0.989,30.02,31.34,8.41
8/28/18,5:10:02,Yim Tin Tsai,Upper,0.99,30.02,31.41,7.88
8/28/18,5:20:01,Yim Tin Tsai,Upper,0.99,30.03,31.53,7.94
8/28/18,5:30:01,Yim Tin Tsai,Upper,0.991,30.05,31.7,7.44
8/28/18,5:40:02,Yim Tin Tsai,Upper,0.991,29.84,31.91,6.64
8/28/18,5:50:02,Yim Tin Tsai,Upper,0.99,29.53,32.15,5.89
8/28/18,6:00:02,Yim Tin Tsai,Upper,0.99,29.66,32.27,5.96
8/28/18,6:10:01,Yim Tin Tsai,Upper,0.99,29.49,32.47,5.77
8/28/18,6:20:01,Yim Tin Tsai,Upper,0.991,29.85,32.47,6.56
8/28/18,6:30:01,Yim Tin Tsai,Upper,0.993,29.8,32.38,6.83
8/28/18,6:40:02,Yim Tin Tsai,Upper,0.995,29.74,32.33,6.37
8/28/18,6:50:01,Yim Tin Tsai,Upper,0.995,29.77,32.01,6.56
8/28/18,7:00:01,Yim Tin Tsai,Upper,0.996,29.63,31.85,6.5
8/28/18,7:10:01,Yim Tin Tsai,Upper,0.995,29.88,31.96,7.29
8/28/18,7:20:01,Yim Tin Tsai,Upper,0.995,29.87,32.03,7.38
8/28/18,7:30:01,Yim Tin Tsai,Upper,0.996,29.69,32.39,7.04
8/28/18,7:40:01,Yim Tin Tsai,Upper,0.997,29.69,32.35,7.18
8/28/18,7:50:02,Yim Tin Tsai,Upper,0.997,29.35,32.34,7.37
8/28/18,8:00:02,Yim Tin Tsai,Upper,1,29.36,32.22,7.42
8/28/18,8:10:01,Yim Tin Tsai,Upper,1,29.39,32.21,7.32
8/28/18,8:20:02,Yim Tin Tsai,Upper,1.002,29.49,32.18,7.26
8/28/18,8:30:02,Yim Tin Tsai,Upper,1.001,29.48,32.14,7.37
8/28/18,8:40:01,Yim Tin Tsai,Upper,1.001,29.52,32.02,7.36
8/28/18,8:50:02,Yim Tin Tsai,Upper,1.004,29.4,31.92,6.86
8/28/18,9:00:02,Yim Tin Tsai,Upper,1.003,29.55,31.79,7.97
8/28/18,9:10:02,Yim Tin Tsai,Upper,1.003,29.39,32,7.79
8/28/18,9:20:02,Yim Tin Tsai,Upper,1.003,29.47,31.95,8.14
8/28/18,9:30:01,Yim Tin Tsai,Upper,1.005,29.4,31.97,7.25
8/28/18,9:40:01,Yim Tin Tsai,Upper,1.005,29.32,32.07,6.94
8/28/18,9:50:01,Yim Tin Tsai,Upper,1.002,29.38,32.13,6.9
8/28/18,10:00:02,Yim Tin Tsai,Upper,1.002,29.3,32.25,7.27
8/28/18,10:10:01,Yim Tin Tsai,Upper,1,29.41,32.18,7.17
8/28/18,10:20:02,Yim Tin Tsai,Upper,0.999,29.38,32.24,6.76
8/28/18,10:30:01,Yim Tin Tsai,Upper,0.995,29.32,32.28,7.04
8/28/18,10:40:01,Yim Tin Tsai,Upper,0.992,29.28,32.69,7.02
8/28/18,10:50:01,Yim Tin Tsai,Upper,0.993,29.38,32.44,6.9
8/28/18,11:00:01,Yim Tin Tsai,Upper,0.998,29.34,32.45,7.11
8/28/18,11:10:01,Yim Tin Tsai,Upper,1.002,29.34,32.02,6.56
8/28/18,11:20:02,Yim Tin Tsai,Upper,1.001,29.57,31.7,8.16
8/28/18,11:30:01,Yim Tin Tsai,Upper,0.999,29.44,31.78,8.53
8/28/18,11:40:02,Yim Tin Tsai,Upper,0.999,29.53,31.56,7.98
8/28/18,11:50:01,Yim Tin Tsai,Upper,0.997,29.46,31.65,7.93
8/28/18,12:00:01,Yim Tin Tsai,Upper,0.994,29.38,31.68,7.67
8/28/18,12:10:02,Yim Tin Tsai,Upper,0.986,29.3,31.7,7.31
8/28/18,12:20:02,Yim Tin Tsai,Upper,0.967,29.39,31.86,7.7
8/28/18,12:30:02,Yim Tin Tsai,Upper,0.966,29.41,31.85,7.96
8/28/18,12:40:02,Yim Tin Tsai,Upper,0.966,29.36,31.87,7.83
8/28/18,12:50:02,Yim Tin Tsai,Upper,0.961,29.41,31.8,8.13
8/28/18,13:00:01,Yim Tin Tsai,Upper,0.966,29.38,31.79,8.11
8/28/18,13:10:01,Yim Tin Tsai,Upper,0.965,29.44,31.82,8.06
8/28/18,13:20:02,Yim Tin Tsai,Upper,0.968,29.33,31.99,8.08
8/28/18,13:30:01,Yim Tin Tsai,Upper,0.967,29.38,32.25,8.09
8/28/18,13:40:01,Yim Tin Tsai,Upper,0.968,29.42,32.13,7.86
8/28/18,13:50:02,Yim Tin Tsai,Upper,0.972,29.57,32,8.74
8/28/18,14:00:01,Yim Tin Tsai,Upper,0.966,29.75,31.68,9.26
8/28/18,14:10:02,Yim Tin Tsai,Upper,0.976,29.19,29.88,7.96
8/28/18,14:20:02,Yim Tin Tsai,Upper,0.968,29.17,28.45,8.21
8/28/18,14:30:01,Yim Tin Tsai,Upper,0.966,29.58,29.41,8.9
8/28/18,14:40:01,Yim Tin Tsai,Upper,0.968,29.65,30.65,8.9
8/28/18,14:50:02,Yim Tin Tsai,Upper,0.973,29.7,31,9.18
8/28/18,15:00:02,Yim Tin Tsai,Upper,0.968,29.64,31.03,8.7
8/28/18,15:10:01,Yim Tin Tsai,Upper,0.964,29.62,31.05,8.79
8/28/18,15:20:02,Yim Tin Tsai,Upper,0.966,29.69,31.33,9.13
8/28/18,15:30:02,Yim Tin Tsai,Upper,0.966,29.88,31.6,9.45
8/28/18,15:40:01,Yim Tin Tsai,Upper,0.964,29.76,31.82,9.47
8/28/18,15:50:02,Yim Tin Tsai,Upper,0.963,29.91,31.61,9.58
8/28/18,16:00:02,Yim Tin Tsai,Upper,0.959,29.7,31.63,9.12
8/28/18,16:10:02,Yim Tin Tsai,Upper,0.959,29.72,31.52,9.37
8/28/18,16:20:01,Yim Tin Tsai,Upper,0.959,29.79,31.42,9.13
8/28/18,16:30:02,Yim Tin Tsai,Upper,0.957,29.64,31.29,8.92
8/28/18,16:40:02,Yim Tin Tsai,Upper,0.957,29.63,31.16,8.44
8/28/18,16:50:01,Yim Tin Tsai,Upper,0.959,29.63,31.14,9.34
8/28/18,17:00:02,Yim Tin Tsai,Upper,0.96,29.69,31.18,9.29
8/28/18,17:10:01,Yim Tin Tsai,Upper,0.961,29.61,31.2,8.95
8/28/18,17:20:01,Yim Tin Tsai,Upper,0.963,29.65,31.1,9.19
8/28/18,17:30:02,Yim Tin Tsai,Upper,0.964,29.87,31.09,9.12
8/28/18,17:40:01,Yim Tin Tsai,Upper,0.964,29.93,30.69,9.12
8/28/18,17:50:01,Yim Tin Tsai,Upper,0.963,29.82,30.95,8.9
8/28/18,18:00:01,Yim Tin Tsai,Upper,0.967,29.71,31,8.76
8/28/18,18:10:01,Yim Tin Tsai,Upper,0.968,29.69,31.21,8.72
8/28/18,18:20:02,Yim Tin Tsai,Upper,0.971,29.48,31.89,7.86
8/28/18,18:30:02,Yim Tin Tsai,Upper,0.97,29.69,31.87,9.06
8/28/18,18:40:01,Yim Tin Tsai,Upper,0.971,29.69,31.79,8.58
8/28/18,18:50:02,Yim Tin Tsai,Upper,0.971,29.67,31.85,7.98
8/28/18,19:00:02,Yim Tin Tsai,Upper,0.97,29.67,31.85,8.37
8/28/18,19:10:02,Yim Tin Tsai,Upper,0.971,29.77,31.78,8.76
8/28/18,19:20:01,Yim Tin Tsai,Upper,0.972,29.55,32.01,8.25
8/28/18,19:30:01,Yim Tin Tsai,Upper,0.973,29.56,32.25,8.42
8/28/18,19:40:02,Yim Tin Tsai,Upper,0.973,29.63,32.32,8.47
8/28/18,19:50:01,Yim Tin Tsai,Upper,0.975,29.73,31.87,8.58
8/28/18,20:00:02,Yim Tin Tsai,Upper,0.975,29.65,31.58,8.11
8/28/18,20:10:02,Yim Tin Tsai,Upper,0.976,29.57,31.13,7.96
8/28/18,20:20:01,Yim Tin Tsai,Upper,0.977,29.14,30.33,6.62
