DateTime,Depth(m),Temperature (℃),Salinity(ppt),Dissolved oxygen (mg/L)
2018-06-30 2:20:02,3.913,26.93,28.69,4.35
2018-06-30 2:30:02,3.911,26.97,28.76,4.77
2018-06-30 2:40:02,3.909,26.98,28.62,4.54
2018-06-30 2:50:01,3.901,26.96,28.68,4.49
2018-06-30 3:00:01,3.907,26.96,28.73,4.2
2018-06-30 3:10:01,3.909,26.99,28.75,4.31
2018-06-30 3:20:01,3.91,26.98,28.79,4.22
2018-06-30 3:30:01,3.913,27,28.84,4.1
2018-06-30 3:40:02,3.911,26.99,28.65,4.38
2018-06-30 3:50:01,3.908,26.98,28.61,4.15
2018-06-30 4:00:02,3.911,26.98,28.57,4.62
2018-06-30 4:10:01,3.916,26.95,28.78,4.15
2018-06-30 4:20:01,3.917,26.95,28.74,4.54
2018-06-30 4:30:01,3.913,26.93,28.5,4.25
2018-06-30 4:40:02,3.908,26.94,28.76,4.5
2018-06-30 4:50:02,3.902,26.96,28.73,4.71
2018-06-30 5:00:02,3.905,26.91,28.71,4.37
2018-06-30 5:10:01,3.913,26.97,28.34,4.73
2018-06-30 5:20:02,3.909,26.99,28.85,4.82
2018-06-30 5:30:01,3.913,27.04,28.84,4.82
2018-06-30 5:40:01,3.909,27.01,28.92,5.07
2018-06-30 5:50:02,3.906,27.04,28.72,4.93
2018-06-30 6:00:01,3.91,27.03,28.52,5.02
2018-06-30 6:10:02,3.915,27,28.46,4.93
2018-06-30 6:20:02,3.916,27.02,28.55,4.78
2018-06-30 6:30:02,3.92,27.06,27.96,5.01
2018-06-30 6:40:01,3.924,27.07,27.96,5.32
2018-06-30 6:50:01,3.921,27.03,27.92,4.97
2018-06-30 7:00:01,3.927,27.01,27.99,5
2018-06-30 7:10:01,3.931,26.96,28.09,4.62
2018-06-30 7:20:01,3.931,26.95,28.01,4.79
2018-06-30 7:30:01,3.93,26.92,28.02,4.95
2018-06-30 7:40:01,3.934,26.9,28.08,4.94
2018-06-30 7:50:02,3.923,26.88,28.43,4.77
2018-06-30 8:00:01,3.917,26.81,28.87,4.74
2018-06-30 8:10:02,3.917,26.87,28.78,4.54
2018-06-30 8:20:01,3.927,26.85,29.73,4.39
2018-06-30 8:30:01,3.92,26.77,29.41,3.98
2018-06-30 8:40:02,3.921,26.75,28.75,3.72
2018-06-30 8:50:01,3.916,26.74,29.19,3.9
2018-06-30 9:00:02,3.916,26.71,29.12,3.59
2018-06-30 9:10:02,3.919,26.67,29.17,3.46
2018-06-30 9:20:01,3.921,26.71,29.11,3.6
2018-06-30 9:30:01,3.929,26.68,29.18,3.55
2018-06-30 9:40:02,3.935,26.61,29.17,2.77
2018-06-30 9:50:01,3.927,26.72,29.1,3.73
2018-06-30 10:00:01,3.926,26.54,29.23,2.71
2018-06-30 10:10:02,3.929,26.57,29.25,2.94
2018-06-30 10:20:01,3.928,26.53,29.31,2.68
2018-06-30 10:30:01,3.928,26.51,29.41,2.76
2018-06-30 10:40:02,3.927,26.51,30.01,2.73
2018-06-30 10:50:01,3.923,26.65,30.4,3.49
2018-06-30 11:00:01,3.924,26.53,30.33,2.71
2018-06-30 11:10:02,3.927,26.6,29.54,3.19
2018-06-30 11:20:02,3.928,26.7,28.59,3.58
2018-06-30 11:30:01,3.925,26.72,28.96,3.92
2018-06-30 11:40:02,3.919,26.49,29.31,2.64
2018-06-30 11:50:01,3.921,26.51,29.15,2.86
2018-06-30 12:00:01,3.92,26.61,29.02,3.19
2018-06-30 12:10:02,3.915,26.63,29.05,3.42
2018-06-30 12:20:01,3.915,26.53,29.13,2.74
2018-06-30 12:30:01,3.914,26.49,29.24,2.62
2018-06-30 12:40:01,3.916,26.64,29.03,3.1
2018-06-30 12:50:01,3.916,26.53,29.43,2.53
2018-06-30 13:00:01,3.911,26.7,29.34,3.22
2018-06-30 13:20:02,3.918,26.8,29.05,3.53
2018-06-30 13:30:02,3.91,26.81,29.22,3.77
2018-06-30 13:50:01,3.894,26.94,28.95,4.51
2018-06-30 14:10:02,3.887,27.62,28.94,6.82
2018-06-30 14:30:01,3.883,27.95,28.69,7.34
2018-06-30 14:50:02,3.886,27.54,28.9,5.33
2018-06-30 15:10:02,3.876,27.2,29.04,4.36
2018-06-30 15:30:02,3.866,26.62,29.4,3
2018-06-30 15:50:02,3.864,26.18,29.74,2.98
2018-06-30 16:00:02,3.863,25.99,29.91,2.93
2018-06-30 16:20:01,3.845,26,29.9,2.89
2018-06-30 16:40:01,3.854,26.14,29.62,3.06
2018-06-30 17:00:01,3.858,26.33,29.64,3.01
2018-06-30 17:20:02,3.861,26.32,29.51,2.94
2018-06-30 17:30:01,3.859,26.39,29.44,2.67
2018-06-30 17:50:01,3.86,26.17,29.72,2.52
2018-06-30 18:10:01,3.885,26.29,29.48,2.18
2018-06-30 18:20:01,3.883,26.54,29.31,2.43
2018-06-30 18:30:01,3.885,26.47,29.24,2.55
2018-06-30 18:40:01,3.885,26.27,29.57,2.63
2018-06-30 18:50:02,3.887,26.34,29.56,2.86
2018-06-30 19:00:01,3.89,26.56,29.26,3
2018-06-30 19:10:02,3.893,26.52,30.18,3.03
2018-06-30 19:20:02,3.891,26.76,29.92,3.28
2018-06-30 19:30:02,3.891,26.87,30.04,3.66
2018-06-30 19:40:01,3.888,26.49,30.32,2.94
2018-06-30 19:50:01,3.888,26.69,30.08,3.31
2018-06-30 20:00:01,3.88,26.34,29.75,2.8
2018-06-30 20:10:01,3.879,26.54,30.1,3.2
2018-06-30 20:20:01,3.878,26.65,30.14,3.31
2018-06-30 20:30:01,3.879,26.61,29.68,3.5
2018-06-30 20:40:01,3.881,26.62,29.85,4.01
2018-06-30 20:50:02,3.884,26.56,30.23,4.32
2018-06-30 21:00:02,3.894,26.57,30.21,4.16
2018-06-30 21:10:01,3.9,26.59,29.9,4.59
2018-06-30 21:20:01,3.895,26.59,30.09,4.53
2018-06-30 21:30:01,3.894,26.56,29.84,4.6
2018-06-30 21:40:01,3.899,26.54,29.84,4.49
2018-06-30 21:50:02,3.898,26.52,29.83,4.47
2018-06-30 22:00:01,3.901,26.5,29.67,4.18
2018-06-30 22:10:01,3.9,26.48,30.27,4.27
2018-06-30 22:20:01,3.9,26.49,30.2,4.1
2018-06-30 22:30:02,3.901,26.48,29.72,4.05
2018-06-30 22:40:01,3.898,26.48,29.73,4.04
2018-06-30 22:50:01,3.903,26.51,29.69,3.81
