DateTime,Depth,Temperature,Salinity,DissolvedOxygen
2018/06/08 8:50:02,0.99,27.04,18.02,6.83
2018/06/08 9:00:02,0.99,27.02,17.81,6.88
2018/06/08 9:10:01,0.991,27.02,17.83,6.85
2018/06/08 9:20:01,0.994,27.01,17.8,6.84
2018/06/08 9:30:02,0.995,26.98,17.52,6.83
2018/06/08 9:40:01,0.98,26.95,17.12,6.84
2018/06/08 9:50:02,0.981,26.89,16.08,6.99
2018/06/08 10:00:02,0.991,26.8,14.55,7.17
2018/06/08 10:10:01,0.994,26.77,14.6,7.23
2018/06/08 10:20:01,0.993,26.8,14.73,7.13
2018/06/08 10:30:02,0.993,26.93,16.6,6.98
2018/06/08 10:40:02,0.995,26.78,14.87,7.25
2018/06/08 10:50:01,0.998,26.76,14.41,7.29
2018/06/08 11:00:01,1,26.77,15.06,7.19
2018/06/08 11:10:01,0.999,26.79,15.35,7.24
2018/06/08 11:20:01,0.996,27.12,19.52,6.6
2018/06/08 11:30:01,0.997,27.06,18.49,6.77
2018/06/08 11:40:02,0.994,26.98,17.55,6.81
2018/06/08 11:50:01,0.99,27.2,19.79,6.48
2018/06/08 12:00:01,0.984,27.22,20.05,6.42
2018/06/08 12:10:02,0.981,27.12,19.29,6.67
2018/06/08 12:20:01,0.979,27.53,22.42,6.09
2018/06/08 12:30:01,0.978,27.46,21.73,5.97
2018/06/08 12:40:01,0.974,27.64,23.87,5.84
2018/06/08 12:50:02,0.969,27.66,23.81,5.78
2018/06/08 13:00:01,0.967,27.72,24.07,5.69
2018/06/08 13:10:01,0.965,27.95,28.38,5.46
2018/06/08 13:20:01,0.964,27.77,25.15,5.61
2018/06/08 13:30:01,0.963,27.97,27.52,5.52
2018/06/08 13:40:02,0.962,27.5,22.75,5.92
2018/06/08 13:50:01,0.961,27.67,23.87,5.74
2018/06/08 14:00:02,0.96,27.44,21.58,6.13
2018/06/08 14:10:01,0.959,27.36,20.99,6.33
2018/06/08 14:20:01,0.958,27.48,21.77,6.26
2018/06/08 14:30:02,0.958,27.42,21.34,6.31
2018/06/08 14:40:01,0.957,27.42,21.11,6.33
2018/06/08 14:50:01,0.956,27.32,19.99,6.55
2018/06/08 15:00:01,0.955,27.34,18.9,6.66
2018/06/08 15:10:01,0.957,27.37,17.45,6.94
2018/06/08 15:20:01,0.953,27.44,17.6,7.02
2018/06/08 15:30:01,0.95,27.36,19.58,6.74
2018/06/08 15:40:01,0.952,27.46,17.63,6.8
2018/06/08 15:50:02,0.953,27.49,16.11,6.95
2018/06/08 16:00:02,0.954,27.47,16.06,6.94
2018/06/08 16:10:01,0.952,27.43,15.82,6.99
2018/06/08 16:20:01,0.951,27.47,16.73,6.87
2018/06/08 16:30:01,0.951,27.47,16.83,6.89
2018/06/08 16:40:01,0.949,27.48,16.46,6.94
2018/06/08 16:50:01,0.949,27.5,15.81,7.15
2018/06/08 17:00:01,0.95,27.57,14.31,7.04
2018/06/08 17:10:01,0.95,27.53,14.75,6.87
2018/06/08 17:20:02,0.949,27.62,14.42,7.13
2018/06/08 17:30:01,0.949,27.59,16.26,6.81
2018/06/08 17:40:02,0.949,27.67,15.16,7.16
2018/06/08 17:50:02,0.948,27.56,20.35,6.42
2018/06/08 18:00:02,0.952,27.48,19.64,6.49
2018/06/08 18:10:02,0.949,27.54,19.8,6.52
2018/06/08 18:20:01,0.95,27.62,21.59,6.24
2018/06/08 18:30:02,0.942,27.69,20.65,6.21
2018/06/08 18:40:02,0.943,27.64,18.88,6.48
2018/06/08 18:50:01,0.945,27.69,16.22,6.63
2018/06/08 19:00:02,0.944,27.66,17.38,6.53
2018/06/08 19:10:02,0.942,27.61,19.49,6.37
2018/06/08 19:20:01,0.944,27.65,17.08,6.53
2018/06/08 19:30:02,0.944,27.63,19.33,6.4
2018/06/08 19:40:01,0.946,27.63,16.15,6.47
2018/06/08 19:50:01,0.943,27.66,21.28,6.19
2018/06/08 20:00:01,0.946,27.62,20.16,6.31
2018/06/08 20:10:01,0.946,27.62,20.47,6.39
2018/06/08 20:20:02,0.948,27.62,19.32,6.37
2018/06/08 20:30:01,0.951,27.61,16.6,6.59
2018/06/08 20:40:01,0.951,27.62,17.88,6.59
2018/06/08 20:50:01,0.95,27.62,19.54,6.25
2018/06/08 21:00:01,0.951,27.63,18.96,6.31
2018/06/08 21:10:02,0.952,27.63,19.39,6.1
2018/06/08 21:20:02,0.951,27.61,20.13,6.19
2018/06/08 21:30:02,0.952,27.62,21.12,6.03
2018/06/08 21:40:01,0.951,27.69,23.05,5.97
2018/06/08 21:50:02,0.952,27.67,22.94,6.05
2018/06/08 22:00:02,0.954,27.68,23.11,5.93
2018/06/08 22:10:02,0.954,27.67,22.84,6.01
2018/06/08 22:20:01,0.954,27.68,22.77,6
2018/06/08 22:30:01,0.954,27.66,22.4,6.05
2018/06/08 22:40:01,0.954,27.62,21.03,6.17
2018/06/08 22:50:01,0.953,27.62,21.63,5.75
2018/06/08 23:00:02,0.953,27.68,22.15,5.53
2018/06/08 23:10:02,0.955,27.63,20.71,6
2018/06/08 23:20:02,0.956,27.62,19.26,5.9
2018/06/08 23:30:02,0.953,27.65,21.63,6.1
2018/06/08 23:40:02,0.954,27.59,19.07,6.42
2018/06/08 23:50:01,0.954,27.6,17.27,6.51
2018/06/09 0:00:02,0.952,27.63,19.46,6.28
2018/06/09 0:10:01,0.952,27.62,19.27,6.2
2018/06/09 0:20:01,0.95,27.63,19.21,6.18
2018/06/09 0:30:01,0.949,27.64,19.5,6.03
2018/06/09 0:40:01,0.946,27.65,20.36,5.99
2018/06/09 0:50:02,0.943,27.65,20.29,5.92
2018/06/09 1:00:02,0.94,27.73,21.65,5.73
2018/06/09 1:10:02,0.938,27.67,20.97,5.86
2018/06/09 1:20:01,0.936,27.68,21.48,5.74
2018/06/09 1:30:01,0.934,27.67,21.03,5.67
2018/06/09 1:40:01,0.934,27.73,21.49,5.67
2018/06/09 1:50:01,0.933,27.78,23.57,5.39
2018/06/09 2:00:01,0.933,27.71,22.35,5.56
2018/06/09 2:10:02,0.933,27.74,22.87,5.57
2018/06/09 2:20:01,0.933,27.74,23.37,5.6
2018/06/09 2:30:01,0.931,27.73,23.35,5.68
2018/06/09 2:40:01,0.93,27.76,24.11,5.59
2018/06/09 2:50:02,0.93,27.76,23.9,5.63
2018/06/09 3:00:02,0.932,27.77,24.12,5.4
2018/06/09 3:10:01,0.932,27.82,24.87,5.47
2018/06/09 3:20:01,0.931,27.8,24.57,5.45
2018/06/09 3:30:01,0.931,27.83,25.24,5.35
2018/06/09 3:40:02,0.931,27.92,27.27,5.45
2018/06/09 3:50:02,0.93,27.9,26.82,5.37
2018/06/09 4:00:01,0.931,27.85,25.86,5.27
2018/06/09 4:10:02,0.93,27.91,27.25,5.22
2018/06/09 4:20:02,0.93,27.92,27.08,5.27
2018/06/09 4:30:01,0.932,27.8,24.04,5.28
2018/06/09 4:40:01,0.932,27.8,25.1,5.24
2018/06/09 4:50:02,0.93,27.76,23.66,5.31
2018/06/09 5:00:01,0.928,27.79,24.34,5.25
2018/06/09 5:10:02,0.929,27.8,24.32,5.25
2018/06/09 5:20:01,0.93,27.8,24.19,5.12
2018/06/09 5:30:02,0.931,27.79,24.34,5.29
2018/06/09 5:40:01,0.933,27.81,24.78,5.17
2018/06/09 5:50:02,0.934,27.81,25.05,5.11
2018/06/09 6:00:02,0.933,27.84,25.96,5.18
2018/06/09 6:10:02,0.935,27.8,26.4,5.68
2018/06/09 6:20:01,0.936,27.81,27.18,5.69
2018/06/09 6:30:02,0.937,27.81,26.06,5.62
2018/06/09 6:40:02,0.938,27.83,26.7,5.55
2018/06/09 6:50:01,0.94,27.84,26.62,5.35
2018/06/09 7:00:02,0.94,27.85,27.19,5.34
2018/06/09 7:10:02,0.94,27.87,27.88,5.27
2018/06/09 7:20:01,0.94,27.85,27.35,5.25
2018/06/09 7:30:02,0.941,27.91,27.89,5.37
2018/06/09 7:40:01,0.94,27.87,27.55,5.24
2018/06/09 7:50:01,0.941,27.87,27.25,5.16
2018/06/09 8:00:02,0.94,27.87,27.76,5.14
2018/06/09 8:10:01,0.94,27.87,27.44,5.16
2018/06/09 8:20:01,0.94,27.85,27,5.07
2018/06/09 8:30:02,0.939,27.87,27.32,5.13
2018/06/09 8:40:02,0.941,27.86,26.98,5.13
2018/06/09 8:50:02,0.943,27.88,27.24,5.13
2018/06/09 9:00:02,0.938,27.86,26.9,5.65
2018/06/09 9:10:01,0.932,27.91,27.88,5.55
2018/06/09 9:20:01,0.924,27.9,27.38,5.55
2018/06/09 9:30:02,0.918,27.92,27.57,5.55
2018/06/09 9:40:01,0.916,27.92,28.03,5.51
2018/06/09 9:50:01,0.918,27.91,27.38,5.45
2018/06/09 10:00:02,0.919,27.9,27.22,5.5
2018/06/09 10:10:02,0.931,27.91,27.31,5.47
2018/06/09 10:20:01,0.915,27.93,27.44,5.67
2018/06/09 10:30:02,0.904,27.92,27.59,5.87
2018/06/09 10:40:02,0.906,27.93,27.09,5.73
2018/06/09 10:50:02,0.915,27.95,27.86,5.58
2018/06/09 11:00:01,0.921,27.98,28.03,5.49
2018/06/09 11:10:02,0.92,27.95,27.56,5.87
2018/06/09 11:20:02,0.92,27.97,27.52,5.75
2018/06/09 11:30:02,0.92,27.97,27.33,5.69
2018/06/09 11:40:02,0.92,27.97,27.47,5.69
2018/06/09 11:50:01,0.92,27.98,27.19,5.52
2018/06/09 12:00:01,0.92,27.97,26.95,5.51
2018/06/09 12:10:02,0.919,27.97,26.7,5.5
2018/06/09 12:20:02,0.917,27.99,27.65,5.53
2018/06/09 12:30:01,0.918,28,27.45,5.48
2018/06/09 12:40:01,0.921,28,27.73,5.36
2018/06/09 12:50:02,0.92,28.01,28.2,5.53
2018/06/09 13:00:01,0.917,28,27.85,5.52
2018/06/09 13:10:02,0.916,28.03,27.81,5.79
2018/06/09 13:20:01,0.916,28.04,28.02,5.79
2018/06/09 13:30:01,0.916,28.05,27.8,5.82
2018/06/09 13:40:01,0.913,28.05,28.12,5.82
2018/06/09 13:50:01,0.912,28.06,28.58,5.73
2018/06/09 14:00:02,0.912,28.06,28.31,5.68
2018/06/09 14:10:02,0.912,28.09,28.85,5.64
2018/06/09 14:20:01,0.915,28.07,29.07,5.6
2018/06/09 14:30:01,0.91,28.07,29.07,5.61
2018/06/09 14:40:02,0.91,28.07,27.98,5.67
2018/06/09 14:50:01,0.906,28.08,29.17,5.62
2018/06/09 15:00:01,0.906,28.08,29.07,5.66
2018/06/09 15:10:02,0.909,28.09,29.39,5.68
2018/06/09 15:20:01,0.908,28.08,28.86,5.73
2018/06/09 15:30:02,0.907,28.08,29.05,5.84
2018/06/09 15:40:01,0.906,28.09,28.94,5.79
2018/06/09 15:50:02,0.906,28.12,28.06,5.83
2018/06/09 16:00:02,0.909,28.11,28.48,5.86
2018/06/09 16:10:02,0.907,28.12,28.34,6.11
2018/06/09 16:20:01,0.905,28.14,27.91,6.14
2018/06/09 16:30:01,0.904,28.14,27.89,6.07
2018/06/09 16:40:01,0.906,28.14,27.7,6.13
2018/06/09 16:50:02,0.905,28.15,27.75,5.98
2018/06/09 17:00:02,0.905,28.18,27.1,5.97
2018/06/09 17:10:01,0.909,28.16,27.8,5.95
2018/06/09 17:20:02,0.906,28.15,28.26,6.04
2018/06/09 17:30:02,0.918,28.13,28.91,5.76
2018/06/09 17:40:01,0.913,28.14,29.5,5.72
2018/06/09 17:50:02,0.905,28.17,27.72,6.14
2018/06/09 18:00:02,0.905,28.18,27.58,6.18
2018/06/09 18:10:02,0.911,28.18,27.83,6.06
2018/06/09 18:20:02,0.913,28.15,28.17,6.17
2018/06/09 18:30:01,0.918,28.15,28.58,5.78
2018/06/09 18:40:02,0.93,28.13,29.34,5.68
2018/06/09 18:50:01,0.934,28.14,28.9,5.72
2018/06/09 19:00:02,0.938,28.15,29.19,5.78
2018/06/09 19:10:01,0.941,28.15,29.33,5.96
2018/06/09 19:20:01,0.953,28.14,29.34,5.84
2018/06/09 19:30:01,0.955,28.14,29.66,5.77
2018/06/09 19:40:01,0.958,28.14,28.57,5.85
2018/06/09 19:50:02,0.957,28.16,29.13,5.64
2018/06/09 20:00:02,0.961,28.14,28.69,6.06
2018/06/09 20:10:02,0.959,28.16,28.14,6.13
2018/06/09 20:20:01,0.961,28.14,28.81,5.69
2018/06/09 20:30:01,0.96,28.14,28.46,5.85
2018/06/09 20:40:01,0.97,28.13,28.99,5.81
2018/06/09 20:50:01,0.969,28.13,29.25,5.62
2018/06/09 21:00:01,0.982,28.12,29.31,5.72
2018/06/09 21:10:02,0.966,28.13,29.16,5.69
2018/06/09 21:20:01,0.967,28.12,29.18,5.9
2018/06/09 21:30:01,0.962,28.13,29.33,5.91
2018/06/09 21:40:01,0.963,28.14,29.16,5.91
2018/06/09 21:50:02,0.964,28.14,29.34,5.78
2018/06/09 22:00:02,0.971,28.16,29.13,5.89
2018/06/09 22:10:02,0.972,28.15,29.33,5.72
2018/06/09 22:20:02,0.979,28.12,29.48,5.56
2018/06/09 22:30:01,0.979,28.15,29.28,5.78
2018/06/09 22:40:02,0.981,28.14,29.33,5.76
2018/06/09 22:50:02,0.98,28.14,29.53,5.47
2018/06/09 23:00:02,0.981,28.16,29.12,5.96
2018/06/09 23:10:01,0.981,28.15,28.8,5.88
2018/06/09 23:20:01,0.982,28.15,29.07,5.63
2018/06/09 23:30:01,0.98,28.15,29,5.55
2018/06/09 23:40:02,0.976,28.16,29.05,5.76
2018/06/09 23:50:02,0.975,28.15,29.27,5.35
2018/06/10 0:00:02,0.973,28.15,29.35,5.34
2018/06/10 0:10:01,0.975,28.15,29.2,5.47
2018/06/10 0:20:01,0.973,28.16,29.12,5.42
2018/06/10 0:30:01,0.973,28.16,29.06,5.65
2018/06/10 0:40:01,0.968,28.15,29.39,5.61
2018/06/10 0:50:02,0.966,28.19,28.74,5.66
2018/06/10 1:00:01,0.964,28.18,28.38,5.66
2018/06/10 1:10:02,0.963,28.19,28.2,5.74
2018/06/10 1:20:01,0.972,28.18,28.58,5.57
2018/06/10 1:30:01,0.972,28.18,28.69,5.47
2018/06/10 1:40:02,0.972,28.19,28.4,5.69
2018/06/10 1:50:02,0.967,28.17,28.62,5.71
2018/06/10 2:00:02,0.976,28.16,29.03,5.63
2018/06/10 2:10:01,0.974,28.19,28.41,5.78
2018/06/10 2:20:02,0.972,28.19,28.16,5.64
2018/06/10 2:30:02,0.985,28.16,28.32,5.63
2018/06/10 2:40:01,0.96,28.16,28.41,5.61
2018/06/10 2:50:01,0.961,28.15,28.73,5.57
2018/06/10 3:00:02,0.957,28.16,28.77,5.48
2018/06/10 3:10:01,0.957,28.17,28.71,5.4
2018/06/10 3:20:01,0.954,28.15,29.12,5.3
2018/06/10 3:30:01,0.957,28.15,29.09,5.48
2018/06/10 3:40:02,0.958,28.15,28.57,5.53
2018/06/10 3:50:02,0.964,28.16,28.68,5.36
2018/06/10 4:00:01,0.968,28.15,28.62,5.26
2018/06/10 4:10:01,0.968,28.15,28.63,5.09
2018/06/10 4:20:02,0.968,28.15,28.65,5.35
2018/06/10 4:30:02,0.964,28.16,28.44,5.23
2018/06/10 4:40:01,0.959,28.15,28.54,5.4
2018/06/10 4:50:02,0.962,28.15,28.72,5.27
2018/06/10 5:00:02,0.96,28.15,28.97,5.12
2018/06/10 5:10:02,0.963,28.14,29.26,5.35
2018/06/10 5:20:01,0.959,28.12,29.53,5.59
2018/06/10 5:30:02,0.961,28.13,30.02,5.41
2018/06/10 5:40:01,0.966,28.13,29.85,5.37
2018/06/10 5:50:01,0.963,28.13,30.13,5.32
2018/06/10 6:00:01,0.966,28.12,30.4,5.35
2018/06/10 6:10:02,0.967,28.12,30.44,5.33
2018/06/10 6:20:02,0.964,28.12,30.38,5.29
2018/06/10 6:30:01,0.966,28.13,30.18,5.29
2018/06/10 6:40:02,0.96,28.12,30.47,5.33
2018/06/10 6:50:02,0.969,28.13,30.37,5.23
2018/06/10 7:00:01,0.972,28.13,30.01,5.21
2018/06/10 7:10:01,0.967,28.15,30.76,4.96
2018/06/10 7:20:02,0.972,28.15,30.76,5.01
2018/06/10 7:30:01,0.974,28.16,30.81,4.9
2018/06/10 7:40:02,0.985,28.15,30.1,5.38
2018/06/10 7:50:01,0.972,28.15,30.29,5.26
2018/06/10 8:00:02,0.971,28.16,30.43,5.06
2018/06/10 8:10:02,0.976,28.16,30.73,5.03
2018/06/10 8:20:02,0.974,28.17,30.75,5.05
2018/06/10 8:30:01,0.98,28.17,30.8,5.24
2018/06/10 8:40:02,0.977,28.16,30.54,5.16
2018/06/10 8:50:01,0.976,28.17,30.32,5.3
2018/06/10 9:00:01,0.976,28.17,30.75,5.68
2018/06/10 9:10:01,0.981,28.18,30.61,5.72
2018/06/10 9:20:01,0.984,28.21,30.3,5.72
2018/06/10 9:30:01,0.975,28.21,30.21,5.74
2018/06/10 9:40:01,0.974,28.25,29.92,5.7
2018/06/10 9:50:01,0.971,28.23,30.56,5.73
2018/06/10 10:00:01,0.975,28.24,30.36,5.72
2018/06/10 10:10:01,0.966,28.25,30.41,5.79
2018/06/10 10:20:01,0.968,28.27,30.35,5.87
2018/06/10 10:30:02,0.995,28.28,30.51,5.81
2018/06/10 10:40:02,0.965,28.47,29.95,5.9
2018/06/10 10:50:01,0.97,28.34,30.41,5.68
2018/06/10 11:00:01,0.968,28.7,29.72,6.03
2018/06/10 11:10:02,0.971,28.63,30.12,5.86
2018/06/10 11:20:01,0.967,28.5,30.28,5.77
2018/06/10 11:30:01,0.975,28.46,30.46,5.73
2018/06/10 11:40:01,0.972,28.75,30.14,5.95
2018/06/10 11:50:02,0.964,28.79,30.17,6.05
2018/06/10 12:00:01,0.966,28.43,30.75,5.63
2018/06/10 12:10:01,0.966,28.58,30.75,5.8
2018/06/10 12:20:01,0.962,28.65,30.74,5.88
2018/06/10 12:30:02,0.963,29.07,30.52,6.16
2018/06/10 12:40:02,0.96,29.1,30.56,6.2
2018/06/10 12:50:01,0.956,29.1,30.61,6.2
2018/06/10 13:00:02,0.96,29.04,30.68,6.16
2018/06/10 13:10:02,0.963,29.12,30.7,6.22
2018/06/10 13:20:02,0.964,29.17,30.73,6.2
2018/06/10 13:30:02,0.961,29.15,30.81,6.19
2018/06/10 13:40:01,0.968,29.17,30.92,6.18
2018/06/10 13:50:02,0.973,29.13,31,6.15
2018/06/10 14:00:02,0.97,29.18,30.99,6.2
2018/06/10 14:10:02,0.959,29.25,31.01,6.28
2018/06/10 14:20:01,0.959,29.24,31.03,6.32
2018/06/10 14:30:01,0.956,29.2,31.07,6.26
2018/06/10 14:40:01,0.953,29.09,31.19,6.11
2018/06/10 14:50:02,0.957,28.97,31.39,6.1
2018/06/10 15:00:01,0.955,29.08,31.28,6.18
2018/06/10 15:10:01,0.954,28.74,31.55,5.81
2018/06/10 15:20:01,0.958,28.88,31.5,6.06
2018/06/10 15:30:02,0.95,28.76,31.63,6.09
2018/06/10 15:40:02,0.95,28.83,31.68,6.09
2018/06/10 15:50:02,0.953,28.85,31.72,6.17
2018/06/10 16:00:01,0.953,28.72,31.51,6.42
2018/06/10 16:10:01,0.953,28.8,31.49,6.07
2018/06/10 16:20:02,0.95,28.99,31.55,5.89
2018/06/10 16:30:01,0.948,28.78,31.45,6.6
2018/06/10 16:40:02,0.952,28.85,31.36,6.62
2018/06/10 16:50:02,0.957,28.9,31.34,6.72
2018/06/10 17:00:01,0.946,28.88,31.4,6.73
2018/06/10 17:10:02,0.947,28.77,31.48,6.78
2018/06/10 17:20:02,0.949,28.9,31.38,6.65
2018/06/10 17:30:01,0.951,29,31.3,6.7
2018/06/10 17:40:02,0.946,28.99,31.3,6.39
2018/06/10 17:50:02,0.947,29.01,31.27,6.31
2018/06/10 18:00:02,0.951,29,31.27,6.35
2018/06/10 18:10:01,0.955,28.93,31.34,6.67
2018/06/10 18:20:02,0.955,28.93,31.62,6.5
2018/06/10 18:30:01,0.959,28.99,31.54,6.3
2018/06/10 18:40:01,0.96,28.96,31.26,6.88
2018/06/10 18:50:01,0.959,28.97,31.38,6.72
2018/06/10 19:00:01,0.961,28.91,31.33,7.01
2018/06/10 19:10:01,0.964,28.77,30.92,7.27
2018/06/10 19:20:02,0.964,28.76,30.79,7.38
2018/06/10 19:30:01,0.965,28.85,31.11,6.57
2018/06/10 19:40:02,0.967,28.76,30.88,7.26
2018/06/10 19:50:01,0.966,28.78,31.2,7.16
2018/06/10 20:00:01,0.967,28.73,30.99,7.24
2018/06/10 20:10:01,0.968,28.81,31.16,7.03
2018/06/10 20:20:01,0.969,28.76,31.06,7.2
2018/06/10 20:30:01,0.973,28.76,31.05,7.29
2018/06/10 20:40:01,0.974,28.77,30.9,7.26
2018/06/10 20:50:02,0.976,28.79,30.8,7.09
2018/06/10 21:00:02,0.974,28.78,30.74,7.41
2018/06/10 21:10:01,0.976,28.82,30.67,7.52
2018/06/10 21:20:01,0.978,28.78,30.79,7.16
2018/06/10 21:30:02,0.977,28.84,30.42,7.63
2018/06/10 21:40:01,0.98,28.86,30.52,7.58
2018/06/10 21:50:01,0.981,28.95,30.57,7.42
2018/06/10 22:00:01,0.983,28.93,30.3,7.64
2018/06/10 22:10:02,0.985,28.94,30.25,7.62
2018/06/10 22:20:01,0.985,28.93,30.49,7.59
2018/06/10 22:30:02,0.991,28.93,30.25,7.54
2018/06/10 22:40:01,0.99,28.92,30.41,7.68
2018/06/10 22:50:02,0.988,28.88,30.34,7.64
2018/06/10 23:00:01,0.986,28.89,30.26,7.51
2018/06/10 23:10:02,0.986,28.92,30.22,7.61
2018/06/10 23:20:02,0.989,28.86,30.24,7.58
2018/06/10 23:30:01,0.99,28.84,30.18,7.69
2018/06/10 23:40:02,0.994,28.88,29.93,7.75
2018/06/10 23:50:01,0.992,28.85,30.37,7.39
2018/06/11 0:00:01,0.987,28.83,30.58,7.2
2018/06/11 0:10:01,0.986,28.83,30.52,7.15
2018/06/11 0:20:01,0.985,28.84,30.71,7.06
2018/06/11 0:30:01,0.984,28.83,30.7,7.07
2018/06/11 0:40:02,0.984,28.85,30.61,7.03
2018/06/11 0:50:02,0.985,28.86,30.46,6.94
2018/06/11 1:00:02,0.984,28.87,30.49,6.83
2018/06/11 1:10:02,0.984,28.87,30.33,7.02
2018/06/11 1:20:02,0.983,28.86,30.15,6.97
2018/06/11 1:30:01,0.982,28.85,30.19,6.99
2018/06/11 1:40:01,0.98,28.84,30.27,6.85
2018/06/11 1:50:01,0.985,28.82,30.01,7.04
2018/06/11 2:00:02,0.978,28.8,30.04,7.32
2018/06/11 2:10:02,0.979,28.77,29.76,7.43
2018/06/11 2:20:02,0.978,28.83,29.69,7.74
2018/06/11 2:30:01,0.979,28.83,29.63,7.76
2018/06/11 2:40:01,0.978,28.85,29.68,7.9
2018/06/11 2:50:02,0.978,28.82,29.43,7.84
2018/06/11 3:00:01,0.979,28.8,29.08,7.97
2018/06/11 3:10:02,0.979,28.75,28.73,8.03
2018/06/11 3:20:02,0.979,28.71,29.16,7.94
2018/06/11 3:30:02,0.979,28.79,29.26,7.79
2018/06/11 3:40:02,0.978,28.78,29.33,7.68
2018/06/11 3:50:02,0.979,28.72,29.47,7.57
2018/06/11 4:00:01,0.979,28.71,29.29,7.75
2018/06/11 4:10:01,0.98,28.68,29.02,7.73
2018/06/11 4:20:01,0.981,28.86,28.68,7.94
2018/06/11 4:30:01,0.982,28.86,28.65,7.88
2018/06/11 4:40:02,0.983,28.88,28.6,8.09
2018/06/11 4:50:02,0.984,28.86,28.47,7.9
2018/06/11 5:00:01,0.984,28.81,28.59,7.8
2018/06/11 5:10:02,0.99,28.74,28.74,7.63
2018/06/11 5:20:01,0.986,28.68,29.23,7.38
2018/06/11 5:30:01,0.987,28.68,29.7,7.38
2018/06/11 5:40:01,0.988,28.68,29.6,7.32
2018/06/11 5:50:02,0.989,28.68,29.67,7.08
2018/06/11 6:00:01,0.991,28.67,29.75,7.35
2018/06/11 6:10:01,0.994,28.69,29.46,7.59
2018/06/11 6:20:01,0.996,28.7,29.33,7.52
2018/06/11 6:30:02,0.995,28.71,29.01,7.49
2018/06/11 6:40:01,0.995,28.68,28.47,7.2
2018/06/11 6:50:02,0.998,28.72,28.6,7.33
2018/06/11 7:00:01,1,28.74,28.55,7.59
2018/06/11 7:10:02,0.996,28.73,28.49,7.51
2018/06/11 7:20:02,0.998,28.72,28.51,7.62
2018/06/11 7:30:01,0.997,28.72,29.29,7.3
2018/06/11 7:40:02,0.998,28.64,28.86,7.6
2018/06/11 7:50:01,0.998,28.62,28.39,7.71
2018/06/11 8:00:02,0.999,28.66,28.8,7.72
2018/06/11 8:10:01,0.997,28.62,28.68,7.81
2018/06/11 8:20:02,1.003,28.61,28.08,7.94
2018/06/11 8:30:02,1,28.67,28.48,8.03
2018/06/11 8:40:02,1,28.79,28.19,8.43
2018/06/11 8:50:02,1.003,28.76,28.09,8.39
2018/06/11 9:00:01,1.003,28.93,27.8,8.68
2018/06/11 9:10:02,1.004,28.97,28.04,8.74
2018/06/11 9:20:02,1.004,28.92,28.51,8.44
2018/06/11 9:30:01,1.003,28.99,28.76,8.79
2018/06/11 9:40:02,1.001,29.01,28.21,8.6
2018/06/11 9:50:01,0.998,29.03,29.15,8.47
2018/06/11 10:00:01,1,29.12,28.79,8.67
2018/06/11 10:10:02,1.001,29.11,29.01,8.56
2018/06/11 10:20:02,1.002,29.11,29.1,8.58
2018/06/11 10:30:02,1.002,29.1,28.94,8.7
2018/06/11 10:40:01,1.002,29.08,29.11,8.37
2018/06/11 10:50:02,1.001,29.16,29.13,8.75
2018/06/11 11:00:01,1.001,29.14,28.72,9.4
2018/06/11 11:10:01,1.001,29.15,28.56,9.2
2018/06/11 11:20:02,0.997,29.18,29.37,9.29
2018/06/11 11:30:02,0.999,29.29,28.57,9.49
2018/06/11 11:40:01,0.981,29.34,28.39,9.49
2018/06/11 11:50:01,0.993,29.4,27.89,9.84
2018/06/11 12:00:02,0.987,29.48,27.84,9.97
2018/06/11 12:10:01,0.999,29.37,27.54,10.12
2018/06/11 12:20:01,0.999,29.58,27.37,9.7
2018/06/11 12:30:02,0.998,29.67,27.45,9.78
2018/06/11 12:40:02,0.989,29.71,27.55,9.8
2018/06/11 12:50:01,0.99,29.75,27.27,10.05
2018/06/11 13:00:02,0.99,29.62,27.59,10.28
2018/06/11 13:10:02,0.986,29.87,27.51,10.18
2018/06/11 13:20:01,0.987,29.6,27.66,10.49
2018/06/11 13:30:01,0.992,29.79,27.38,10.66
2018/06/11 13:40:02,0.984,29.88,27.43,10.62
2018/06/11 13:50:01,0.982,29.93,27.22,10.5
2018/06/11 14:00:02,0.977,30.07,27.2,10.65
2018/06/11 14:10:02,0.976,29.77,27.41,10.89
2018/06/11 14:20:02,0.97,29.64,27.43,11.19
2018/06/11 14:30:02,0.972,29.56,27.74,11.27
2018/06/11 14:40:01,0.97,29.87,27.57,11.08
2018/06/11 14:50:02,0.965,29.88,27.57,11.09
2018/06/11 15:00:01,0.963,29.98,27.48,11.13
2018/06/11 15:10:01,0.964,30.08,27.46,11.2
2018/06/11 15:20:01,0.967,29.78,27.8,11.4
2018/06/11 15:30:01,0.962,30.22,27.39,11.13
2018/06/11 15:40:02,0.96,30.38,27.22,11.11
2018/06/11 15:50:01,0.963,30.38,27.31,11.08
2018/06/11 16:00:01,0.964,30.28,27.47,11.22
2018/06/11 16:10:02,0.958,30.4,27.59,11.03
2018/06/11 16:20:02,0.959,30.59,27.41,11.19
2018/06/11 16:30:02,0.963,30.43,27.58,11.08
2018/06/11 16:40:01,0.966,30.56,27.41,10.96
2018/06/11 16:50:01,0.964,30.53,27.46,10.92
2018/06/11 17:00:02,0.959,30.58,27.64,10.8
